book,chapter,chapter_rom,verse,text
Ps,76,LXXVI,21,deduxisti sicut oues populum tuum in manu Moysi et Aaron.
Ps,77,LXXVII,1,INTELLECTVS ASAPH Adtendite populus meus legem meam inclinate aurem uestram in uerba oris mei
Ps,77,LXXVII,2,aperiam in parabolis os meum loquar propositiones ab initio saeculi
Ps,77,LXXVII,3,quanta audiuimus et cognouimus ea et patres nostri narrauerunt nobis
Ps,77,LXXVII,4,non sunt occultata a fils eorum in generatione altera narrantes laudes Domini et uirtutes eius et mirabilia eius quae fecit
Ps,77,LXXVII,5,et suscitauit testimonium in Iacob et legem posuit in Israhel quam mandauit patribus nostris ut notam facerent eam filiis suis
Ps,77,LXXVII,6,ut cognoscat generatio altera filii qui nascentur exsurgent et narrabunt eam filiis suis
Ps,77,LXXVII,7,ut ponant in Deo spem suam et non obliuiscantur operum Dei sui et mandata eius exquirant
Ps,77,LXXVII,8,ne fiant sicut patres eorum genus prauum et peramarum genus quod non direxit cor suum et non est creditus cum Deo spiritus eius
Ps,77,LXXVII,9,fili Effrem intendentes arcum et mittentes sagittas suas conuersi sunt in die belli
Ps,77,LXXVII,10,non custodierunt testamentum Dei sui et in lege eius noluerunt ambulare
Ps,77,LXXVII,11,et obliti sunt benefactorum eius et mirabilium eius quae ostendit eis
Ps,77,LXXVII,12,coram patribus eorum fecit mirabilia in terra Aegypti in campo Taneos
Ps,77,LXXVII,13,interrupit mare et perduxit eos et statuit aquas quasi in utrem
Ps,77,LXXVII,14,et eduxit eos in nube diei et tota nocte in inluminatione ignis
Ps,77,LXXVII,15,interrupit in heremo petram et adaquauit eos uelut in abysso multa
Ps,77,LXXVII,16,et eduxit aquam de petra et eduxit tamquam flumina aquas
Ps,77,LXXVII,17,et adposuerunt adhuc peccare ei in ira concitauerunt Excelsum in siccitate
Ps,77,LXXVII,18,et temptauerunt Deum in cordibus suis ut peterent escas animabus suis
Ps,77,LXXVII,19,et male locuti sunt de Deo et dixerunt numquid poterit Deus parare mensam in deserto
Ps,77,LXXVII,20,quoniam percussit petram et fluxerunt aquae et torrentes inundauerunt numquid et panem poterit dare aut parare mensam populo suo
Ps,77,LXXVII,21,Lideo audiuit Dominus et distulit et superposuit et ignis accensus est in Iacob et ira ascendit in Israhel
Ps,77,LXXVII,22,quia non crediderunt in Deum suum nec sperauerunt in salutare eius.
Ps,77,LXXVII,23,et mandauit nubibus desuper et ianuas caeli aperuit
Ps,77,LXXVII,24,et pluit illis manna manducare panem caeli dedit eis
Ps,77,LXXVII,25,panem angelorum manducauit homo frumentationem misit eis in abundantiam
Ps,77,LXXVII,26,et excitauit Austrum de caelo et induxit in uirtute sua Africum
Ps,77,LXXVII,27,et pluit super eos sicut puluerem carnes et sicut harenam maris uolatilia pinnata
Ps,77,LXXVII,28,et ceciderunt in medio castrorum eorum circa tabernacula eorum
Ps,77,LXXVII,29,et manducauerunt et saturati sunt nimis et desiderium eorum adtulit eis
Ps,77,LXXVII,30,et non sunt fraudati a desiderio suo adhuc esca eorum erat.in ore ipsorum
Ps,77,LXXVII,31,et ira Dei ascendit super eos et occidit plurimos eorum et electos Israhel impediuit
Ps,77,LXXVII,32,in omnibus his peccauerunt adhuc et non crediderunt in mirabilibus eius
Ps,77,LXXVII,33,et defecerunt in uanitate dies eorum et anni eorum cum festinantia
Ps,77,LXXVII,34,cum occideret eos tunc inquirebant eum et conuertebantur ante lucem et ueniebant ad eum
Ps,77,LXXVII,35,et memorati sunt quia Deus adiutor eorum est et Deus excelsus liberator eorum est
Ps,77,LXXVII,36,et dilexerunt eum in ore suo et lingua sua mentiti sunt ei
Ps,77,LXXVII,37,cor autem eorum non erat rectum cum eo nec fides habita est illis in testamento eius
Ps,77,LXXVII,38,ipse autem est misericors et propitius fit peccatis eorum et non disperdet eos et multiplicauit ut auerteret iram suam ab eis et non accendit omnem iram suam
Ps,77,LXXVII,39,et memoratus est quia caro sunt spiritus uadens et non rediens
Ps,77,LXXVII,40,quotiens exacerbauerunt eum in deserto in ira concitauerunt eum in terra sine aqua
Ps,77,LXXVII,41,et conuersi sunt et temptauerunt Deum et Sanctum Israhel exacerbauerunt
Ps,77,LXXVII,42,non sunt recordati manus eius qua die liberauit eos de manu tribulantis
Ps,77,LXXVII,43,sicut posuit in Aegypto signa sua et prodigia sua in campo Taneos
Ps,77,LXXVII,44,conuertit in sanguinem flumina eorum et pluuiales aquas eorum ne biberent
Ps,77,LXXVII,45,inmisit in eis muscam caninam et comedit eos ranam et exterminauit eos
Ps,77,LXXVII,46,et dedit erugini fructus eorum et labores eorum locustae
Ps,77,LXXVII,47,occidit in grandine uineas eorum et moros eorum in pruina
Ps,77,LXXVII,48,tradidit grandini iumenta eorum et possessiones eorum igni
Ps,77,LXXVII,49,inmisit in eis iram indignationis suae indignationem et iram et tribulationem inmissiones per angelos malos
Ps,77,LXXVII,50,uiam fecit semitae irae suae et non pepercit a morte animabus eorum et iumenta eorum in morte conclusit
Ps,77,LXXVII,51,let percussit omne primogenitum in terra Aegypti primitias omnis laboris eorum in tabernaculis Cham
Ps,77,LXXVII,52,et abstulit sicut oues populum suum et perduxit eos tamquam gregem in deserto
Ps,77,LXXVII,53,et eduxit eos in spe et non timuerunt et inimicos eorum operuit mare
Ps,77,LXXVII,54,et induxit eos in montem sanctificationis suae montem hunc quem adquisiuit dextera eius et eiecit a facie eorum gentes et sorte diuisit eis terram in funiculo distributionis
Ps,77,LXXVII,55,et habitauit in tabernaculis eorum tribus Israhel
Ps,77,LXXVII,56,et temptauerunt et exacerbauerunt Deum excelsum et testimonia eius non custodierunt
Ps,77,LXXVII,57,et auerterunt se et non obseruauerunt quemadmodum patres eorum conuersi sunt in arcum peruersum
Ps,77,LXXVII,58,in ira concitauerunt eum in collibus suis et in sculptilibus suis aemulati sunt eum
Ps,77,LXXVII,59,audiuit Dominus et spreuit et ad nihilum redegit nimis Israhel
Ps,77,LXXVII,60,et reppulit tabernaculum Selom tabernaculum suum in quo habitauit inter homines
Ps,77,LXXVII,61,et tradidit in captiuitatem uirtutes eorum et pulchritudines eorum in manus inimici
Ps,77,LXXVII,62,et conclusit in gladio populum suum et hereditatem suam spreuit
Ps,77,LXXVII,63,iuuenes eorum comedit ignis et uirgines eorum non sunt lamentatae
Ps,77,LXXVII,64,sacerdotes eorum in gladio ceciderunt et uiduae eorum non plorauerunt
Ps,77,LXXVII,65,et excitatus est tamquam dormiens Dominus quasi potens crapulatus a uino
Ps,77,LXXVII,66,et percussit inimicos suos in posteriora obprobrium sempiternum dedit illis
Ps,77,LXXVII,67,et reppulit tabernaculum loseph et tribum Effrem non elegit
Ps,77,LXXVII,68,sed elegit tribum Iuda montem Sion quem dilexit
Ps,77,LXXVII,69,et aedificauit sicut unicornuorum sanctificationem suam in terra fundauit eam in saecula
Ps,77,LXXVII,70,et elegit Dauid seruum suum et sustulit eum de gregibus ouium de post fetantes accepit eum
Ps,77,LXXVII,71,pascere Iacob populum suum et Israhel hereditatem suam et pauit eos sine malitia cordis sui et in sensu manuum suarum deduxit eos.
Ps,78,LXXVIII,1,PSALMVS ASAPH Deus uenerunt gentes in hereditatem tuam coinquinauerunt templum sanctum tuum posuerunt Hierusalem uelut pomorum custodiarium
Ps,78,LXXVIII,2,posuerunt mortalia seruorum tuorum escas uolatilibus caeli carnes sanctorum tuorum bestiis terrae
Ps,78,LXXVIII,3,effunderunt sanguinem eorum sicut aquam in circuitu Hierusalem et non erat qui sepeliret
Ps,78,LXXVIII,4,facti sumus in obprobrium uicinis nostris derisu et contemptu his qui in circuitu nostro sunt
Ps,78,LXXVIII,5,usquequo Domine irasceris in finem accenditur uelut ignis zelus tuus
Ps,78,LXXVIII,6,effunde iram tuam in gentes quae te non nouerunt et in regna quae non inuocauerunt nomen tuum
Ps,78,LXXVIII,7,quia comederunt Iacob et locum eius desolauerunt
Ps,78,LXXVIII,8,ne memineris iniquitates nostras antiquas cito nos anticipet misericordia tua quia pauperes facti sumus nimis
Ps,78,LXXVIII,9,adiuua nos Deus salutaris noster et propter honorem nominis tui Domine libera nos et propitius esto peccatis nostris propter nomen tuum
Ps,78,LXXVIII,10,nequando dicant gentes ubi est Deus eorum et innotescant in nationibus coram oculis nostris uindica sanguinem seruorum tuorum qui effusus est
Ps,78,LXXVIII,11,intret in conspectu tuo gemitus compeditorum secundum magnitudinem brachii tui posside filios morte punitorum
Ps,78,LXXVIII,12,redde uicinis nostris septuplum in sinu eorum inproperium eorum quod exprobrauerunt tibi Domine
Ps,78,LXXVIII,13,nos autem populus tuus et oues gregis tui confitebimur tibi in saecula et in saeculum saeculi narrabimus laudem tuam.
Ps,79,LXXIX,1,IN FINEM PRO HIS QVI COMMVTABVNTVR TESTIMONIVM ASAPH PSALMVS
Ps,79,LXXIX,2,Qui regis Israhel intende qui deducis uelut ouem Ioseph qui sedes super Cherubin appare
Ps,79,LXXIX,3,coram Effrem et Beniamin et Manasse excita potentiam tuam et ueni ut saluos facias nos
Ps,79,LXXIX,4,Domine Deus uirtutum conuerte nos et ostende faciem tuam et salui erimus
Ps,79,LXXIX,5,Domine Deus uirtutum. quousque irasceris in orationem serui tui
Ps,79,LXXIX,6,cibabis nos pane lacrimarum et potum dabis nobis in lacrimis in mensura
Ps,79,LXXIX,7,posuisti nos in contradictionem uicinis nostris et inimici nostri deriserunt nos
Ps,79,LXXIX,8,Domine Deus uirtutum conuerte nos et ostende faciem tuam et salui erimus
Ps,79,LXXIX,9,uineam ex Aegypto transtulisti eiecisti gentes et plantasti eam
Ps,79,LXXIX,10,uiam fecisti in conspectu eius et plantasti radices eius et repleta est terra
Ps,79,LXXIX,11,operuit montes umbra eius et arbusta eius cedros Dei
Ps,79,LXXIX,12,extendisti palmites eius usque ad mare et usque ad flumen propagines eius
Ps,79,LXXIX,13,ut quid deposuisti maceriam eius et uindemiant eam omnes qui transeunt uiam
Ps,79,LXXIX,14,exterminauit eam aper de silua et singularis ferus depastus est eam
Ps,79,LXXIX,15,Domine Deus uirtutum conuerte nunc respice de caelo et uide et uisita uineam istam
Ps,79,LXXIX,16,et dirige eam quam plantauit dextera tua et super filium hominis quem confirmasti tibi
Ps,79,LXXIX,17,incensa igni et effossa manu ab increpatione uultus tui peribunt
Ps,79,LXXIX,18,fiat manus tua super uirum dexterae tuae et super filium hominis quem confirmasti tibi
Ps,79,LXXIX,19,et non discedimus a te uiuificabis nos et nomen tuum inuocabimus
Ps,79,LXXIX,20,Domine Deus uirtutum conuerte nos et ostende faciem tuam et salui erimus.
Ps,80,LXXX,1,IN FINEM PRO TORCVLARIBVS ASAPH QVINTA SABBATI
Ps,80,LXXX,2,Exultate Deo adiutori nostro iubilate Deo Iacob
Ps,80,LXXX,3,sumite psalmum et date tympanum psalterium iucundum cum cithara
Ps,80,LXXX,4,canite in initio mensis tuba in die insignis sollemnitatis uestrae
Ps,80,LXXX,5,quia praeceptum in Israhel est et iudicium Deo Iacob
Ps,80,LXXX,6,testimonium in Ioseph posuit eum dum exiret de terra Aegypti linguam quam non nouerat audiuit
Ps,80,LXXX,7,deuertit ab oneribus dorsum eius manus eius in cofino seruierunt
Ps,80,LXXX,8,in tribulatione inuocasti me et liberaui te exaudiui te in abscondito tempestatis probaui te ad aquas contradictionis
Ps,80,LXXX,9,audi populus meus et loquar Israhel et testificabor tibi Israhel si me audieris
Ps,80,LXXX,10,non erit in te deus recens neque adorabis deum alienum
Ps,80,LXXX,11,ego enim sum Dominus Deus tuus qui eduxi te de terra Aegypti dilata os tuum et ego adimplebo illud
Ps,80,LXXX,12,et non audiuit populus meus uocem meam et Israhel non intendit mihi
Ps,80,LXXX,13,et dimisi eos secundum desideria cordis eorum et ibunt in uoluntatibus suis
Ps,80,LXXX,14,si plebs mea audisset me Israhel si uias meas ambulasset
Ps,80,LXXX,15,ad nihilum inimicos eorum humiliassem et super tribulantes eos misissem manum meam
Ps,80,LXXX,16,inimici Domini mentiti sunt ei et erit tempus eorum in aeternum
Ps,80,LXXX,17,cibauit eos ex adipe frumenti et de petra melle saturauit eos.
Ps,81,LXXXI,1,PSALMVS ASAPH Deus stetit in synagoga deorum in medio autem Deus discernit
Ps,81,LXXXI,2,quousque iudicatis iniquitatem et facies peccantium sumitis
Ps,81,LXXXI,3,iudicate pupillo et egeno humilem et pauperem iustificate
Ps,81,LXXXI,4,eripite pauperem et egenum de manu peccatorum liberate
Ps,81,LXXXI,5,nescierunt neque intellexerunt in tenebris ambulant mouebuntur omnia fundamenta terrae
Ps,81,LXXXI,6,ego dixi dii estis et filii Excelsi omnes
Ps,81,LXXXI,7,uos autem sicut homines moriemini et sicut unus de principibus cadetis
Ps,81,LXXXI,8,exsurge Deus iudica terram quoniam tu hereditabis in omnibus gentibus.
Ps,82,LXXXII,1,CANTICVM PSALMI ASAPH
Ps,82,LXXXII,2,Deus quis similis erit tibi ne taceas neque conpescaris Deus
Ps,82,LXXXII,3,quoniam ecce inimici tui sonauerunt et qui te oderunt extulerunt caput
Ps,82,LXXXII,4,in plebem tuam astute cogitauerunt consilium et cogitauerunt aduersus sanctos tuos
Ps,82,LXXXII,5,dixerunt uenite disperdamus eos ex gente et non memorabitur nomen Israhel amplius
Ps,82,LXXXII,6,quoniam cogitauerunt consensum in unum aduersum te testamentum disposuerunt
Ps,82,LXXXII,7,tabernacula Idumeorum et Ismahelitum Moab et Aggareni
Ps,82,LXXXII,8,Gebal et Ammon et Amalech et alienigenae cum habitantibus Tyrum
Ps,82,LXXXII,9,etenim Assur simul uenit cum illis facti sunt in susceptionem filiis Loth
Ps,82,LXXXII,10,fac illis sicut Madian et Sisarae sicut Iabin in torrente Cison.
Ps,82,LXXXII,11,disperierunt in Endor facti sunt sicut stercus terrae
Ps,82,LXXXII,12,pone principes eorum sicut Oreb Zeb et Zebee et Salmana omnes principes eorum
Ps,82,LXXXII,13,qui dixerunt hereditatem possideamus nobis sanctuarium Dei
Ps,82,LXXXII,14,Deus meus pone illos ut rotam et sicut stipulam ante faciem uenti
Ps,82,LXXXII,15,et sicut ignis qui conburit siluas uelut si flamma incendat montes
Ps,82,LXXXII,16,ita persequeris eos in tempestate tua et in ira tua conturbabis eos
Ps,82,LXXXII,17,imple facies eorum ignominia et quaerent nomen tuum Domine
Ps,82,LXXXII,18,confundantur et conturbentur in saeculum saeculi et reuereantur et pereant
Ps,82,LXXXII,19,et cognoscant quoniam nomen tibi Dominus tu solus Altisimus super omnem terram.
Ps,83,LXXXIII,1,IN FINEM PRO TORCVLARIBVS FILIIS CORE PSALMVS
Ps,83,LXXXIII,2,Quam amabilia sunt tabernacula tua Domine uirtutum
Ps,83,LXXXIII,3,concupiuit et defecit anima mea in atria Domini cor meum et caro mea exultauerunt in Deum uiuum
Ps,83,LXXXIII,4,etenim passer inuenit sibi domum et turtur nidum ubi reponat pullos suos altaria tua Domine uirtutum rex meus et Deus meus
Ps,83,LXXXIII,5,beati qui habitant in domo tua Domine in saeculum saeculi laudabunt te
Ps,83,LXXXIII,6,beatus uir cuius est auxilium abs te Domine ascensus in corde eius disposuit
Ps,83,LXXXIII,7,in conualle lacrimarum in locum quem disposuisti eis
Ps,83,LXXXIII,8,etenim benedictionem dabit qui legem dedit ambulabunt de uirtute in uirtutem uidebitur Deus deorum in Sion
Ps,83,LXXXIII,9,Domine Deus uirtutum exaudi precem meam auribus percipe Deus Iacob
Ps,83,LXXXIII,10,protector noster aspice Deus et respice in faciem christi tui
Ps,83,LXXXIII,11,quia melior est dies una in atriis tuis super milia elegi abiectus esse in domo Dei magis quam habitare in tabernaculis peccatorum
Ps,83,LXXXIII,12,quoniam misericordiam et ueritatem diligit Dominus gratiam et gloriam dabit Deus Dominus
Ps,83,LXXXIII,13,non priuabit bonis ambulantes in innocentia Domine Deus uirtutum beatus homo qui sperat in te.
Ps,84,LXXXIV,1,IN FINEM FILIIS CORE PSALMVS
Ps,84,LXXXIV,2,Benedixisti Domine terram tuam auertisti captiuitatem Iacob
Ps,84,LXXXIV,3,remisisti iniquitatem plebis tuae operuisti omnia peccata eorum
Ps,84,LXXXIV,4,mitigasti omnem iram tuam auertisti ab ira indignationis tuae
Ps,84,LXXXIV,5,conuerte nos Deus salutaris noster et auerte iram tuam a nobis
Ps,84,LXXXIV,6,ut non in aeternum irascaris nobis neque extendas iram tuam a progenie in progeniem
Ps,84,LXXXIV,7,Deus tu conuertens uiuificabis nos et plebs tua laetabitur in te
Ps,84,LXXXIV,8,ostende nobis Domine misericordiam tuam et salutare tuum da nobis
Ps,84,LXXXIV,9,audiam quid loquaturi n me Dominus Deus quoniam loquetur pacem in plebem suam et super sanctos suos et in eos qui conuertuntur ad ipsum
Ps,84,LXXXIV,10,uerumtamen prope timentibus eum salutare ipsius ut inhabitet gloria in terra nostra
Ps,84,LXXXIV,11,misericordia et ueritas obuiauerunt sibi iustitia et pax conplexae sunt se
Ps,84,LXXXIV,12,ueritas de terra orta est et iustitia de caelo prospexit
Ps,84,LXXXIV,13,"etenim Dominus dabit benignitatem, et terra nostra dabit fructum suum"
Ps,84,LXXXIV,14,"iustitia ante eum ambulabit et ponet in, uia gressus suos."
Ps,85,LXXXV,1,ORATIO DAVID Inclina Domine aurem tuam ad me et exaudi me quoniam egenus et pauper sum ego
Ps,85,LXXXV,2,custodi animam meam quoniam sanctus sum saluum fac seruum tuum Deus meus sperantem in te
Ps,85,LXXXV,3,miserere mihi Domine quoniam ad te clamaui tota die
Ps,85,LXXXV,4,laetifica animam serui tui quia ad te Domine leuaui animam meam
Ps,85,LXXXV,5,quoniam tu Domine suauis ac mitis es et copiosus in misericordia omnibus inuocantibus te
Ps,85,LXXXV,6,auribus percipe Domine orationem meam et intende uoci deprecationis meae
Ps,85,LXXXV,7,in die tribulationis meae clamaui ad te quoniam exaudisti me
Ps,85,LXXXV,8,non est similis tibi in diis Domine et non est secundum opera tua
Ps,85,LXXXV,9,omnes gentes quascumque fecisti uenient et adorabunt coram te Domine et honorificabunt nomen tuum
Ps,85,LXXXV,10,quoniam magnus es tu et faciens mirabilia tu es Deus solus
Ps,85,LXXXV,11,deduc me Domine in uia tua et ambulabo in ueritate tua laetetur cor meum ut timeam nomen tuum
Ps,85,LXXXV,12,confitebor tibi Domine Deus meus in toto corde meo et honorificabo nomen tuum in aeternum
Ps,85,LXXXV,13,quoniam misericordia tua magna est super me et eripuisti animam meam ex inferno inferiori
Ps,85,LXXXV,14,Deus iniusti insurrexerunt in me et synagoga potentium quaesierunt animam meam et non proposuerunt te ante conspectum suum
Ps,85,LXXXV,15,et tu Domine Deus meus miserator et misericors patiens et multum misericors et uerax
Ps,85,LXXXV,16,respice in me et miserere mei da potestatem puero tuo et saluum fac filium ancillae tuae
Ps,85,LXXXV,17,fac mecum Domine signum in bono ut uideant qui me oderunt et confundantur quoniam tu Domine adiuuasti me et consolatus es me.
Ps,86,LXXXVI,1,FILIS CORE PSALMVS CANTICI Fundamenta eius in montibus sanctis
Ps,86,LXXXVI,2,diligit Dominus portas Sion super omnia tabernacula Iacob
Ps,86,LXXXVI,3,gloriosa dicta sunt de te ciuitas Dei
Ps,86,LXXXVI,4,memor ero Raab et Babylonis scientibus me ecce alienigenae et Tyrus et populus Aethiopum hii fuerunt in ea
Ps,86,LXXXVI,5,mater Sion dicet homo et homo factus est in ea et ipse fundauit eam Altissimus
Ps,86,LXXXVI,6,Dominus narrauit in scripturis populorum suorum et principum eorum qui fuerunt in ea
Ps,86,LXXXVI,7,sicut laetantium omnium nostrum habitatio est in te.
Ps,87,LXXXVII,1,CANTICVM PSALMI FILIIS CORE IN FINEM PRO MELECH AD RESPONDENDVM INTELLECTVS EMAN EZRAITAE
Ps,87,LXXXVII,2,Domine Deus salutis meae in die clamaui et nocte coram te
Ps,87,LXXXVII,3,intret oratio mea in conspectu tuo inclina aurem tuam ad precem meam Domine
Ps,87,LXXXVII,4,quia repleta est malis anima mea et uita mea in inferno adpropiauit
Ps,87,LXXXVII,5,aestimatus sum cum descendentibus in lacum factus sum sicut homo sine adiutorio
Ps,87,LXXXVII,6,inter mortuos liber sicut uulnerati dormientes proiecti in monumentis quorum non meministi amplius et quidem ipsi de manu tua expulsi sunt
Ps,87,LXXXVII,7,posuerunt me in lacu inferiori in tenebris et in umbra mortis
Ps,87,LXXXVII,8,in me confirmata est ira tua et omnes elationes tuas super me induxisti
Ps,87,LXXXVII,9,longe fecisti notos meos a me posuerunt me in abominationem sibi traditus sum et non egrediebar
Ps,87,LXXXVII,10,oculi mei infirmati sunt prae inopia clamaui ad te Domine tota die expandi manus meas ad te
Ps,87,LXXXVII,11,numquid mortuis facies mirabilia aut medici resuscitabunt et confitebuntur tibi
Ps,87,LXXXVII,12,numquid enarrabit aliquis in sepulchro misericordiam tuam et ueritatem tuam in perditione
Ps,87,LXXXVII,13,numquid cognoscentur in tenebris mirabilia tua aut iustitia tua in terra obliuionis
Ps,87,LXXXVII,14,et ego ad te Domine clamaui et mane oratio mea praeueniet te
Ps,87,LXXXVII,15,ut quid Domine repellis orationem meam auertis faciem tuam a me
Ps,87,LXXXVII,16,egens sum ego et in laboribus a iuuentute mea exaltatus autem humiliatus sum et confusus
Ps,87,LXXXVII,17,in me pertransierunt irae tuae et terrores tui conturbauerunt me
Ps,87,LXXXVII,18,circumdederunt me sicut aqua tota die circumdederunt me simul
Ps,87,LXXXVII,19,elongasti a me amicum et proximum et notos meos a miseria.
Ps,88,LXXXVIII,1,INTELLECTVS ETHAN ISRAHELITAE
Ps,88,LXXXVIII,2,Misericordias tuas Domine in aeternum cantabo in generatione et progenie pronuntiabo ueritatem tuam in ore meo
Ps,88,LXXXVIII,3,quoniam dixisti in aeternum misericordia aedificabitur in caelis praeparabitur ueritas tua
Ps,88,LXXXVIII,4,disposui testamentum electis meis iuraui Dauid seruo meo
Ps,88,LXXXVIII,5,usque in aeternum praeparabo semen tuum et aedificabo in saeculum saeculi sedem tuam
Ps,88,LXXXVIII,6,confitebuntur caeli mirabilia tua Domine et ueritatem tuam in ecclesia sanctorum
Ps,88,LXXXVIII,7,quoniam quis in nubibus aequabitur Domino aut quis similis erit Deo inter filios Dei
Ps,88,LXXXVIII,8,Deus qui glorificatur in consilio sanctorum magnus et metuendus super omnes qui in circuitu eius sunt
Ps,88,LXXXVIII,9,Domine Deus uirtutum quis similis tibi potens es Domine et ueritas tua in circuitu tuo
Ps,88,LXXXVIII,10,tu dominaris potestati maris motum autem fluctuum eius tu mitigas
Ps,88,LXXXVIII,11,tu humiliasti sicut uulneratum superbum et in uirtute brachii tui dispersisti inimicos tuos
Ps,88,LXXXVIII,12,tui sunt caeli et tua est terra orbem terrarum et plenitudinem eius tu fundasti
Ps,88,LXXXVIII,13,aquilonem et mare tu creasti Thabor et Hermon in nomine tuo exultabunt
Ps,88,LXXXVIII,14,tuum brachium cum potentia firmetur manus tua et exaltetur dextera tua
Ps,88,LXXXVIII,15,iustia et iudicium praeparatio sedis tuae misericordia et ueritas praeibunt ante faciem tuam
Ps,88,LXXXVIII,16,beatus populus qui scit iubilationem Domine in lumine uultus tui ambulabunt
Ps,88,LXXXVIII,17,et in nomine tuo exultabunt tota die et in tua iustitia exaltabuntur
Ps,88,LXXXVIII,18,quoniam gloria uirtutis eorum tu es et in beneplacito tuo exaltabitur cornu nostrum
Ps,88,LXXXVIII,19,quoniam Domini est adsumptio et sancti Israhel regis nostri
Ps,88,LXXXVIII,20,tunc locutus es in aspectu filiis tuis et dixisti posui adiutorium super potentem et exaltaui electum de plebe mea
Ps,88,LXXXVIII,21,inueni Dauid seruum meum in oleo sancto meo unxi eum
Ps,88,LXXXVIII,22,manus enim mea auxiliabitur ei et brachium meum confortabit eum
Ps,88,LXXXVIII,23,nihil proficiet inimicus in eo et filius iniquitatis non nocebit ei
Ps,88,LXXXVIII,24,et concidam inimicos eius a facie ipsius et odientes eum in fugam conuertam
Ps,88,LXXXVIII,25,et ueritas mea et misericordia mea cum ipso et in nomine meo exaltabitur cornu eius
Ps,88,LXXXVIII,26,et ponam in mari manum eius et in fluminibus dexteram eius
Ps,88,LXXXVIII,27,ipse inuocabit me pater meus es tu Deus meus et susceptor salutis meae
Ps,88,LXXXVIII,28,et ego primogenitum ponam illum excelsum prae regibus terrae
Ps,88,LXXXVIII,29,in aeternum seruabo illi misericordiam meam et testamentum meum fidele ipsi
Ps,88,LXXXVIII,30,et ponam in saeculum saeculi sedem eius et thronum eius sicut dies caeli
Ps,88,LXXXVIII,31,si dereliquerint filii eius legem meam et in iudiciis meis non ambulauerint
Ps,88,LXXXVIII,32,si iustificationes meas profanauerint et mandata mea non custodierint
Ps,88,LXXXVIII,33,uisitabo in uirga iniquitates eorum et in uerberibus peccata eorum
Ps,88,LXXXVIII,34,misericordiam autem meam non dispergam ab eo neque nocebo in ueritate mea
Ps,88,LXXXVIII,35,neque profanabo testamentum meum et quae procedunt de labiis meis non faciam irrita
Ps,88,LXXXVIII,36,semel iuraui in sancto meo si Dauid mentiar
Ps,88,LXXXVIII,37,semen eius in aeternum manebit
Ps,88,LXXXVIII,38,et sedis eius sicut sol in conspectu meo et sicut luna perfecta in aeternum et testis in caelo fidelis
Ps,88,LXXXVIII,39,tu uero reppulisti et spreuisti et distulisti christum tuum
Ps,88,LXXXVIII,40,auertisti testamentum serui tui profanasti in terra sanctitatem eius
Ps,88,LXXXVIII,41,destruxisti omnes macerias eius posuisti munitiones eius in formidinem
Ps,88,LXXXVIII,42,diripuerunt eum omnes transeuntes uiam factus est in obpropium uicinis suis
Ps,88,LXXXVIII,43,exaltasti dexteram inimicorum eius laetificasti omnes inimicos cius
Ps,88,LXXXVIII,44,auertisti adiutorium gladii cius et non es auxiliatus ei in bello
Ps,88,LXXXVIII,45,dissoluisti eum ab emundatione et sedem eius in terra conlisisti
Ps,88,LXXXVIII,46,minorasti dies temporum eius perfudisti eum confusione
Ps,88,LXXXVIII,47,usquequo Domine irasceris in finem exardescit sicut ignis ira tua
Ps,88,LXXXVIII,48,memorare Domine quae mea substantia non enim uane constituisti fiios hominum
Ps,88,LXXXVIII,49,quis est homo qui uiuet et non uidebit mortem aut quis eruet animam suam de manu inferi
Ps,88,LXXXVIII,50,ubi sunt misericordiae tuae antiquae Domine sicut iurasti Dauid in ueritate tua
Ps,88,LXXXVIII,51,memor esto obprobrii seruorum tuorum quod continui in sinu meo multarum gentium
Ps,88,LXXXVIII,52,quod exprobrauerunt inimici tui Domine quod exprobrauerunt commutationem christi tui
Ps,88,LXXXVIII,53,benedictus Dominus in aeternum hiat fiat.
Ps,89,LXXXIX,1,ORATIO MOYSI HOMINIS DEI Domine refugium factus es nobis a generatione et progenie
Ps,89,LXXXIX,2,priusquam fierent montes aut firmaretur orbis terrae a saeculo et usque in saeculum tu es Deus
Ps,89,LXXXIX,3,ne auertas hominem in humilitatem et dixisti conuertimini fili ho- a minum
Ps,89,LXXXIX,4,quoniam mille anni ante oculos tuos sicut dies hesterna quae praeteriit et sicut custodia in nocte
Ps,89,LXXXIX,5,quae pro nihilo habentur anni eorum
Ps,89,LXXXIX,6,mane sicut herba transeat mane floreat et pertranseat uespere decidat induret et arescat
Ps,89,LXXXIX,7,quia defecimus in ira tua et in furore tuo conturbati sumus
Ps,89,LXXXIX,8,posuisti iniquitates nostras in conspectu tuo saeculum nostrum in inluminatione uultus tui
Ps,89,LXXXIX,9,quoniam omnes dies nostri defecerunt et nos in ira tua defecimus anni nostri sicut aranea meditabuntur
Ps,89,LXXXIX,10,dies annorum nostrorum in ipsis septuaginta annis si autem in potentatibus octoginta anni et plurimum eorum labor et dolor quoniam superuenit super nos mansuetudo et corripiemur
Ps,89,LXXXIX,11,quis nouit potestatem irae tuae aut prae timore iram tuam
Ps,89,LXXXIX,12,dinumerare dexteram tuam Domine notam fac nobis et eruditos corde in sapientia
